temp,humidity,rainfall,cases,date
23,51,0,0,2007-04-04
30,66,0,294,2007-10-06
23,51,0,543,2007-01-12
36,35,0,366,2006-12-24
21,44,0,555,2007-02-07
22,57,5,377,2006-08-01
39,71,0,0,2006-06-18
39,74,0,50,2006-04-19
24,48,3,565,2006-11-11
33,66,0,585,2006-02-14
23,65,0,460,2006-03-29
24,69,0,0,2007-03-27
33,50,0,586,2006-04-24
27,50,3,265,2007-09-30
28,50,2,460,2006-02-19
35,75,0,255,2006-09-11
20,52,0,515,2007-04-09
24,42,0,368,2006-06-20
36,40,1,353,2006-07-28
34,65,1,402,2007-01-27
22,52,0,498,2007-06-05
20,50,0,66,2007-04-26
35,61,0,373,2007-05-24
23,56,0,502,2007-06-12
21,44,0,50,2006-05-20
29,74,4,232,2007-04-08
24,61,0,397,2006-10-22
36,73,0,516,2006-07-10
36,39,0,561,2006-02-11
23,47,0,0,2006-02-28
29,64,6,0,2006-07-02
31,48,0,579,2006-01-23
20,39,0,241,2006-12-22
27,47,0,329,2006-11-28
34,46,0,57,2007-01-31
21,49,5,327,2006-09-01
38,50,0,142,2006-09-21
34,43,0,346,2007-08-06
31,42,0,398,2007-02-07
37,45,6,332,2006-11-04
20,52,1,299,2006-03-24
20,50,0,390,2007-11-28
36,56,5,452,2007-07-13
22,46,0,431,2007-09-29
27,43,0,185,2007-06-09
24,45,6,0,2007-02-17
24,36,0,66,2006-06-09
37,37,0,0,2006-05-20
22,61,0,415,2006-02-27
27,42,2,361,2007-04-29
35,60,0,263,2006-07-26
26,67,6,0,2006-02-14
29,63,0,94,2006-03-12
26,70,0,0,2006-01-18
33,41,0,0,2006-12-19
35,35,3,220,2006-03-25
25,44,0,67,2007-05-28
33,36,0,189,2006-12-21
23,64,5,309,2007-11-17
23,57,0,557,2007-08-27
32,59,0,470,2006-04-15
22,44,0,68,2007-06-08
21,74,5,369,2007-08-13
33,62,0,146,2006-10-29
20,61,0,540,2007-06-22
30,68,6,328,2006-11-07
37,49,6,458,2006-06-24
36,70,0,315,2006-11-01
39,52,0,551,2006-07-19
31,35,1,325,2006-02-15
24,68,2,583,2007-12-09
34,58,0,292,2006-02-27
24,42,0,192,2007-09-08
21,41,0,268,2006-12-17
30,51,0,351,2006-11-09
32,72,0,511,2007-11-04
37,55,0,414,2006-07-24
29,52,0,109,2007-04-01
26,75,2,104,2006-07-10
22,70,0,155,2007-02-09
24,40,0,519,2006-01-18
29,71,0,0,2007-08-31
25,68,2,564,2006-01-18
37,52,3,0,2006-09-22
35,43,0,368,2007-04-02
33,55,0,142,2006-05-01
32,69,0,406,2006-02-06
28,40,3,390,2007-01-16
36,70,0,374,2007-02-21
31,72,0,194,2006-11-11
35,47,0,0,2006-02-16
28,56,0,576,2007-10-20
26,65,0,100,2007-08-25
33,38,0,483,2006-04-04
23,46,0,62,2007-02-12
39,52,6,205,2006-10-15
24,47,0,527,2006-09-02
21,67,0,0,2006-03-13
24,51,0,0,2006-06-15
30,69,3,543,2007-05-01
40,48,0,209,2006-08-01
35,75,0,317,2006-01-20
31,68,0,55,2007-08-31
20,70,2,99,2006-07-29
37,43,4,303,2007-06-18
32,68,6,291,2006-06-23
31,38,4,26,2006-02-22
36,72,6,190,2007-11-07
24,69,0,330,2007-04-22
30,53,0,216,2007-03-05
30,57,0,161,2007-01-28
38,75,3,555,2006-10-03
27,45,1,189,2007-07-04
26,59,0,160,2007-01-27
38,48,0,0,2006-12-18
35,48,1,593,2007-04-21
38,42,0,273,2006-01-13
26,44,0,17,2006-01-19
36,55,0,162,2006-01-10
33,45,2,380,2007-04-30
30,46,3,311,2006-09-03
23,75,5,0,2007-06-29
26,41,6,535,2006-12-26
32,43,0,88,2006-05-08
20,45,0,442,2006-09-30
32,38,0,96,2006-10-26
27,54,0,368,2006-01-25
38,59,4,237,2006-02-06
0,0,0,0,0000-00-00
25,67,0,537,2009-02-22
28,41,0,472,2009-08-31
21,42,1,396,2008-12-28
24,68,0,415,2009-04-30
26,64,4,157,2008-09-20
20,43,5,587,2009-02-14
21,73,6,391,2009-11-25
35,57,0,13,2009-01-18
23,69,0,31,2009-05-16
34,43,0,199,2009-01-30
26,49,0,351,2008-02-07
20,37,0,0,2009-05-18
32,48,0,392,2009-03-31
32,65,0,69,2009-02-11
36,56,3,301,2009-04-24
37,66,0,252,2008-06-04
35,65,0,536,2009-02-06
35,45,6,560,2008-04-05
38,64,0,36,2008-05-17
21,53,3,324,2008-08-21
22,72,0,267,2009-05-18
26,60,4,29,2008-10-01
40,40,0,462,2008-08-27
29,35,4,528,2009-05-07
35,57,0,424,2009-04-23
26,43,0,500,2008-11-17
23,46,0,361,2009-03-16
36,65,0,82,2008-02-28
31,50,0,93,2009-08-07
40,54,6,0,2008-10-28
32,72,0,208,2008-01-24
26,71,0,336,2008-02-06
36,74,5,78,2009-07-19
35,49,2,571,2009-03-19
25,50,0,398,2009-07-01
39,48,0,600,2009-11-09
22,60,1,545,2009-03-24
25,64,0,91,2008-03-08
23,45,4,167,2009-05-21
27,57,6,78,2008-12-03
38,39,0,452,2009-09-04
31,65,0,186,2008-09-16
26,72,0,264,2008-06-16
28,64,5,124,2008-07-07
25,41,0,261,2008-07-31
23,71,0,195,2009-06-16
21,43,4,288,2008-11-19
40,46,0,161,2008-08-09
31,60,0,440,2008-01-28
22,46,0,137,2008-09-15
24,35,0,533,2008-01-13
28,60,1,413,2008-10-30
36,48,0,578,2009-04-30
21,71,0,149,2009-12-08
33,73,0,15,2009-04-12
28,57,5,529,2009-09-29
33,63,6,220,2009-04-23
25,64,6,367,2009-10-03
29,52,5,20,2009-09-19
40,53,0,584,2008-05-22
32,39,0,0,2008-02-29
30,51,0,241,2008-08-10
24,57,4,390,2008-05-10
40,57,4,237,2008-09-15
39,74,2,484,2009-05-26
36,36,0,0,2009-05-07
33,73,5,438,2008-09-20
23,63,3,206,2009-02-09
35,59,3,218,2008-02-13
32,43,0,425,2008-09-27
26,47,5,122,2008-08-12
36,56,0,437,2009-10-12
29,50,5,481,2009-12-05
29,44,0,389,2008-02-19
36,51,5,77,2009-07-18
40,36,0,474,2009-09-29
30,50,0,438,2009-04-02
20,41,2,0,2008-11-06
35,62,0,0,2008-07-31
35,53,0,366,2008-08-14
31,40,5,558,2009-06-04
32,43,2,0,2009-06-10
33,36,0,381,2008-10-25
24,54,4,156,2009-06-12
37,47,0,239,2009-08-14
30,38,0,44,2009-06-22
30,50,5,91,2009-09-20
30,35,0,572,2008-08-01
28,48,6,75,2009-03-16
21,69,0,6,2008-10-30
21,48,6,67,2008-02-16
27,39,4,181,2008-08-20
25,70,0,423,2009-07-02
28,52,0,494,2009-06-02
28,72,0,116,2008-11-01
35,75,1,590,2009-04-09
22,36,0,262,2008-08-05
23,54,0,0,2009-01-27
35,71,0,361,2008-03-28
39,40,0,0,2009-06-24
32,73,0,404,2008-06-08
40,53,0,35,2009-04-17
35,53,0,595,2008-10-23
27,37,0,599,2008-01-26
27,61,0,31,2008-02-26
29,64,0,83,2009-03-05
35,40,1,94,2008-09-15
34,50,2,544,2008-01-12
20,52,0,549,2008-02-15
34,50,0,121,2008-02-19
22,65,0,260,2008-10-26
38,53,3,0,2009-03-21
33,46,0,217,2009-12-11
38,36,4,252,2009-10-10
33,64,3,341,2009-08-30
37,41,0,40,2009-06-23
31,62,3,23,2009-08-12
28,74,4,322,2009-02-05
35,58,0,41,2008-09-26
39,52,0,0,2008-02-14
32,71,0,137,2008-05-22
27,44,0,95,2009-04-17
35,64,6,183,2009-09-23
33,55,0,108,2008-01-18
37,72,1,316,2009-10-16
37,59,0,0,2008-02-22
24,51,1,0,2008-12-25
33,70,0,358,2008-08-24
40,42,6,237,2008-12-20
22,53,0,180,2009-04-12
34,35,0,451,2008-06-28
32,60,0,413,2008-07-03
37,75,0,0,2009-05-22
26,51,0,46,2009-07-05
23,48,0,362,2009-08-04
31,36,5,379,2009-03-16
34,49,0,0,2009-11-04
24,63,0,329,2009-08-05
31,42,5,0,2008-01-10
31,73,0,196,2008-11-05
40,57,0,377,2008-03-26
38,36,2,503,2008-02-18
33,51,3,45,2008-09-27
28,37,3,20,2009-02-18
22,44,0,266,2009-05-24
20,38,0,421,2009-02-05
28,55,0,0,2008-08-27
27,71,0,217,2008-10-11
28,56,4,69,2009-07-04
33,73,4,317,2009-08-15
37,55,4,209,2008-03-08
31,66,0,387,2008-06-18
24,36,0,19,2008-09-26
38,74,0,89,2009-06-23
26,68,0,2,2009-12-08
20,42,0,0,2009-05-24
30,75,0,561,2009-09-13
27,51,0,0,2009-04-01
24,57,0,20,2009-04-07
25,58,0,481,2008-02-06
39,49,6,498,2008-06-04
34,64,5,0,2009-06-17
28,75,0,302,2009-07-24
27,64,3,577,2008-07-13
22,56,0,567,2008-01-08
27,66,6,545,2008-03-13
35,69,0,523,2009-01-01
35,53,3,306,2008-11-22
32,62,0,253,2008-11-03
31,41,2,497,2009-01-01
30,44,0,93,2009-03-18
20,69,2,40,2008-04-21
31,46,5,132,2009-10-10
38,42,0,261,2008-08-17
25,65,0,0,2008-09-04
33,36,0,142,2009-03-14
34,55,5,532,2009-07-29
28,43,0,27,2008-03-26
26,62,0,164,2009-12-09
24,35,0,461,2009-06-05
21,60,0,0,2008-04-15
33,64,2,50,2008-06-20
24,44,5,36,2009-09-08
39,42,0,267,2009-03-20
23,59,2,331,2009-06-27
27,56,0,367,2008-09-27
35,63,4,76,2008-08-16
29,55,0,190,2008-01-24
34,50,0,0,2009-05-13
37,45,2,531,2008-08-06
28,75,4,0,2009-06-06
39,40,1,262,2009-10-09
30,53,0,287,2009-03-16
27,51,3,318,2009-02-06
26,35,0,0,2008-12-11
36,66,3,91,2009-09-07
23,65,6,595,2009-02-14
21,37,0,178,2009-05-07
24,59,3,313,2009-08-16
39,61,1,299,2008-09-19
38,46,0,384,2009-04-11
22,59,1,65,2008-01-19
31,55,0,0,2009-06-06
21,67,6,175,2008-01-18
36,37,0,0,2008-11-24
24,66,2,166,2008-12-21
37,41,0,224,2009-07-13
35,72,0,132,2008-01-22
26,37,0,314,2009-10-07
35,44,0,383,2009-11-11
26,57,5,61,2009-04-24
22,74,5,532,2009-06-20
35,69,1,51,2008-04-06
29,40,0,547,2008-08-06
40,64,1,45,2009-02-16
34,59,0,498,2009-11-06
22,41,1,0,2009-04-14
37,57,0,107,2009-07-22
39,39,0,135,2009-11-25
40,50,1,144,2009-02-04
25,71,0,263,2009-05-24
28,46,0,300,2008-10-20
31,44,6,511,2009-03-17
21,69,3,196,2009-08-18
23,66,0,486,2008-11-29
26,50,6,159,2008-07-09
38,66,0,349,2009-08-11
26,37,0,426,2008-12-06
20,64,6,291,2008-05-13
23,68,3,426,2008-02-22
32,72,6,413,2009-11-03
25,46,2,59,2009-06-24
25,46,3,127,2009-06-13
33,62,0,281,2008-06-26
25,68,0,222,2008-09-26
22,60,1,0,2009-10-14
30,59,0,458,2009-04-16
38,43,2,96,2008-08-17
22,59,0,369,2008-10-19
38,75,0,0,2008-09-19
24,40,0,10,2009-06-20
33,71,0,412,2008-10-30
38,53,0,88,2008-08-31
38,73,0,312,2008-02-22
33,66,0,248,2008-10-31
39,44,0,517,2009-07-08
26,45,5,213,2008-01-12
31,50,3,422,2008-08-29
35,68,0,140,2008-04-10
39,43,0,112,2008-06-13
26,46,3,423,2009-12-03
34,75,0,143,2008-09-21
21,75,1,411,2009-04-16
25,51,0,43,2008-05-09
40,40,0,27,2009-05-10
39,54,0,133,2008-06-20
23,35,4,57,2009-02-04
26,64,0,71,2008-04-08
26,75,0,539,2008-01-16
27,53,5,547,2009-04-26
38,52,2,8,2009-01-11
40,58,6,19,2009-03-15
23,51,0,255,2008-09-16
34,40,0,597,2008-11-16
39,60,0,516,2009-12-04
24,69,3,53,2009-05-23
30,49,0,418,2008-09-04
37,60,3,476,2008-10-29
29,73,0,190,2009-09-01
30,49,0,564,2008-06-11
40,45,0,0,2009-10-30
35,38,1,203,2008-06-05
40,55,0,8,2009-03-31
20,50,3,145,2009-02-15
25,44,0,560,2008-06-12
28,48,0,295,2008-03-04
28,59,0,152,2009-04-28
40,55,0,516,2008-03-16
39,58,0,0,2008-03-31
31,48,1,0,2008-06-30
20,70,0,0,2009-09-04
27,62,0,262,2008-10-12
20,74,1,302,2008-10-16
20,73,0,106,2009-03-23
29,43,2,471,2009-01-27
38,55,4,75,2009-12-05
26,55,5,528,2008-05-17
28,73,0,163,2009-09-22
23,66,0,542,2009-08-18
23,50,0,43,2008-09-26
21,44,0,89,2008-03-13
38,57,1,494,2009-01-25
29,73,5,535,2009-03-14
38,65,0,199,2009-03-27
38,62,6,0,2008-12-06
30,50,0,477,2009-11-02
30,46,0,280,2008-02-29
27,71,0,0,2008-01-20
40,42,0,446,2008-02-28
24,41,0,101,2009-04-01
37,48,6,546,2008-08-16
21,35,5,283,2008-09-16
31,49,0,0,2009-06-29
27,68,3,242,2008-07-13
25,75,1,599,2009-02-02
36,73,6,64,2009-08-07
22,63,0,0,2009-05-12
34,64,3,16,2009-07-15
32,46,2,137,2008-12-01
31,73,2,388,2009-07-20
28,74,0,339,2008-01-30
40,46,0,308,2008-07-07
39,45,4,108,2008-09-20
22,37,0,0,2009-09-14
30,36,0,102,2008-01-16
28,38,0,274,2008-04-14
25,42,0,516,2009-04-25
32,56,0,389,2008-06-07
36,44,6,49,2009-01-08
28,71,0,58,2008-10-30
40,75,0,0,2008-11-02
26,44,4,87,2009-12-05
32,66,2,175,2009-05-01
38,43,6,322,2009-02-04
20,52,0,434,2008-12-27
27,65,0,521,2008-09-27
27,45,0,0,2008-08-07
33,75,0,0,2008-05-16
32,51,2,337,2008-07-05
33,70,0,185,2008-07-28
34,38,0,276,2009-04-24
21,47,0,461,2008-10-05
20,59,0,226,2008-04-21
34,60,0,125,2008-12-20
27,51,0,222,2009-11-28
22,36,0,417,2009-01-14
36,73,0,358,2008-01-02
26,68,0,0,2008-03-29
21,70,1,494,2008-11-16
33,39,0,561,2008-09-17
23,36,0,591,2009-09-19
40,50,0,0,2009-11-29
34,74,0,114,2009-02-15
20,59,0,190,2009-10-11
22,63,0,0,2008-01-31
37,72,0,0,2009-11-06
38,52,0,566,2009-09-05
25,71,0,270,2009-05-01
25,59,0,0,2009-11-27
34,36,0,290,2008-03-13
31,49,0,0,2009-03-26
37,59,3,76,2009-03-29
33,36,0,359,2009-09-08
27,67,1,440,2008-12-07
36,39,4,516,2009-11-01
24,75,0,315,2008-09-13
22,49,2,34,2008-06-18
33,71,0,176,2008-01-26
23,36,0,570,2008-01-16
33,65,2,421,2009-01-04
36,35,0,0,2009-09-04
30,40,5,567,2009-04-30
27,36,4,520,2008-12-30
40,70,0,8,2008-03-22
33,73,0,248,2008-01-17
34,44,1,24,2008-08-18
27,46,0,117,2009-08-05
27,49,0,0,2009-07-01
34,53,3,449,2009-08-16
22,70,5,426,2008-06-02
23,39,4,125,2009-01-26
37,67,0,196,2009-10-12
27,70,5,342,2008-06-19
23,67,0,570,2009-10-03
20,69,5,45,2008-03-15
26,62,0,199,2009-05-10
28,61,0,361,2008-05-14
26,50,0,0,2008-11-06
39,73,0,391,2008-01-16
39,44,0,385,2008-03-10
26,54,2,192,2009-04-20
26,69,5,482,2009-03-07
24,40,2,177,2008-05-09
21,51,1,63,2009-06-12
28,71,2,223,2008-08-28
40,50,0,32,2009-05-11
20,37,0,3,2009-11-28
22,65,0,84,2009-02-16
26,64,3,0,2009-06-20
31,65,0,423,2009-09-14
35,43,0,399,2008-06-07
29,67,0,464,2008-04-12
37,47,2,468,2009-10-19
37,75,0,31,2008-10-25
40,64,5,239,2009-09-02
21,65,0,228,2009-07-11
37,62,4,560,2009-07-03
40,54,2,457,2008-11-23
36,70,0,536,2009-10-03
26,43,0,171,2008-08-21
28,43,0,73,2008-09-16
38,65,0,228,2008-09-16
30,49,0,279,2008-07-27
24,45,0,499,2008-12-22
25,53,0,360,2008-06-09
23,55,5,67,2009-11-09
25,48,0,342,2008-10-14
39,58,0,547,2008-05-04
26,72,0,464,2009-02-20
28,61,0,128,2009-10-07
35,36,5,134,2008-12-05
24,47,0,0,2008-02-13
39,55,6,228,2009-10-01
29,60,0,152,2009-02-07
26,42,0,0,2009-05-30
40,56,0,0,2009-06-09
21,37,5,166,2008-03-01
31,48,0,83,2008-09-16
37,74,0,426,2008-04-01
39,62,6,98,2008-09-11
20,70,1,0,2009-01-27
26,36,0,126,2008-10-13
40,45,0,12,2008-07-18
27,35,1,391,2009-07-30
37,56,0,177,2008-02-23
35,64,0,329,2009-10-30
33,49,0,432,2009-08-10
24,60,0,447,2009-01-05
33,35,0,365,2009-03-20
28,59,0,354,2009-09-07
28,62,5,340,2009-12-03
37,58,5,422,2009-06-04
21,56,0,0,2009-06-16
32,37,0,529,2008-06-20
31,45,0,111,2008-01-06
32,55,0,201,2009-06-30
29,45,5,0,2008-07-28
22,64,3,260,2009-08-14
22,43,0,241,2009-03-23
31,61,0,31,2008-10-11
29,63,0,0,2008-09-03
31,50,0,285,2008-05-09
32,60,0,223,2009-04-14
34,61,1,0,2009-07-01
30,40,0,159,2009-11-13
25,43,0,94,2009-11-03
37,53,0,37,2008-05-14
35,64,0,532,2009-07-10
40,53,1,417,2008-03-04
22,53,6,469,2009-12-07
29,53,4,182,2009-07-02
26,45,0,304,2008-11-03
36,70,0,343,2009-04-21
36,69,0,333,2009-08-12
31,72,3,173,2009-01-24
23,60,1,314,2009-09-17
23,60,5,589,2008-04-14
28,61,0,82,2009-07-08
35,39,4,466,2008-08-16
24,43,0,534,2009-07-05
35,61,0,76,2008-07-27
32,63,6,377,2008-03-07
32,44,2,142,2009-11-13
27,67,0,533,2008-06-19
37,45,6,352,2008-07-24
27,73,0,15,2008-10-26
31,61,0,383,2009-06-20
20,64,1,405,2009-01-15
37,39,0,265,2008-03-28
40,73,0,189,2009-03-22
37,61,0,575,2008-07-02
21,69,0,156,2008-08-21
29,40,0,0,2009-10-02
35,66,5,104,2008-12-03
34,38,0,343,2009-07-27
25,46,0,116,2008-05-02
20,35,5,445,2009-06-12
28,52,0,0,2008-03-11
29,59,6,165,2009-07-05
40,41,0,68,2009-04-14
28,47,0,583,2008-05-15
29,68,0,12,2008-08-08
21,37,0,510,2009-09-11
20,61,0,291,2008-12-18
38,47,2,92,2009-10-28
31,72,0,421,2009-06-27
25,60,0,172,2009-10-03
20,56,0,159,2008-01-14
34,37,3,74,2008-07-04
37,46,0,526,2009-08-21
35,37,1,528,2009-06-09
30,69,0,93,2008-01-01
39,58,0,30,2008-10-15
25,61,0,114,2008-04-30
37,68,0,229,2008-09-17
24,40,3,0,2008-02-20
35,71,0,272,2008-07-01
21,54,6,362,2008-05-31
27,62,0,189,2008-02-06
39,72,2,72,2009-10-16
21,43,0,543,2008-01-30
31,43,3,319,2008-05-25
35,35,6,355,2008-08-09
28,65,4,296,2008-11-12
35,72,0,9,2008-06-22
40,64,3,413,2009-09-13
37,59,0,0,2008-12-04
28,67,6,342,2008-11-16
22,35,5,256,2009-08-31
27,75,5,230,2009-04-28
34,60,0,160,2008-09-15
20,40,0,106,2008-12-02
29,38,5,422,2009-05-27
20,51,0,329,2009-08-11
28,35,5,401,2009-01-09
27,45,6,0,2009-12-01
22,56,4,155,2009-12-08
38,63,0,432,2009-08-22
23,44,1,298,2009-12-11
35,66,0,0,2008-05-06
23,54,0,0,2008-05-06
22,64,0,72,2008-05-24
22,43,0,370,2008-09-20
40,72,2,571,2008-10-12
33,35,2,311,2008-09-01
21,36,4,511,2009-02-20
24,65,0,472,2009-07-10
25,45,0,139,2008-08-31
38,53,0,242,2008-05-10
23,46,0,13,2008-01-22
22,63,0,297,2008-06-02
30,52,0,439,2008-01-07
34,36,0,440,2009-10-27
22,68,0,272,2008-02-20
23,68,0,85,2009-08-15
20,61,0,461,2008-09-23
40,67,1,402,2009-03-09
38,39,0,379,2009-09-01
34,50,0,299,2009-02-16
32,74,1,0,2009-04-16
35,66,0,444,2008-02-02
25,70,0,300,2008-12-07
32,70,1,429,2008-02-20
34,48,0,590,2009-11-17
26,42,6,583,2008-11-16
34,68,0,484,2008-04-09
29,41,0,358,2009-10-13
29,71,4,263,2009-07-04
24,35,3,228,2008-04-21
31,50,0,305,2008-05-20
28,44,0,216,2008-01-15
26,73,0,556,2009-07-16
35,56,4,0,2009-07-18
31,63,0,329,2008-04-14
39,72,0,422,2009-06-07
37,45,0,330,2009-12-05
29,54,1,355,2009-04-17
24,75,0,236,2009-11-24
36,59,0,253,2008-08-14
20,60,0,497,2009-12-10
39,49,0,587,2008-07-29
28,61,6,397,2009-04-01
35,62,3,85,2008-06-27
37,40,0,231,2008-02-20
35,38,0,304,2009-05-15
30,57,0,91,2008-09-04
22,72,0,162,2008-10-06
27,64,0,566,2008-08-16
25,58,0,250,2009-12-07
25,75,0,531,2009-03-27
30,39,0,523,2008-11-27
28,44,3,431,2009-06-25
21,68,2,361,2008-11-05
20,70,6,551,2009-06-15
31,41,0,450,2008-04-01
39,57,0,0,2009-11-14
29,64,0,560,2009-02-10
22,41,0,0,2008-11-26
23,50,0,487,2009-03-05
38,48,0,421,2009-07-24
31,75,5,133,2009-11-23
20,45,0,464,2009-02-02
24,61,0,8,2009-06-15
32,37,1,11,2009-07-09
28,58,0,563,2009-04-10
20,53,0,403,2009-07-28
36,51,0,384,2008-12-27
22,73,2,69,2009-07-07
29,75,0,287,2009-02-03
39,44,0,0,2009-03-31
32,65,0,3,2009-09-01
26,65,0,596,2008-06-15
25,53,2,166,2009-08-22
32,64,0,159,2009-04-20
40,41,5,350,2008-05-31
38,54,0,82,2009-12-09
31,67,4,6,2008-05-28
21,61,1,360,2008-01-24
23,53,3,61,2008-03-30
35,37,0,233,2008-09-30
23,67,0,373,2009-11-06
33,69,3,488,2008-03-15
34,38,0,426,2009-08-02
35,61,0,245,2009-01-23
31,66,0,88,2009-03-22
36,48,2,380,2008-03-18
37,74,0,515,2009-04-16
31,52,0,382,2009-06-24
37,38,5,261,2008-12-04
29,37,2,478,2009-07-13
28,66,0,389,2009-08-28
24,52,0,508,2008-01-22
20,49,0,0,2008-02-09
25,62,0,489,2008-06-09
26,64,0,498,2009-02-08
33,69,0,18,2008-03-23
23,37,0,425,2009-11-18
39,44,0,1,2008-04-30
35,73,0,477,2009-08-08
35,71,4,593,2009-07-16
21,37,0,279,2008-04-27
35,68,0,0,2009-08-26
36,67,6,391,2009-07-04
28,40,0,38,2008-12-01
32,75,0,409,2008-12-08
34,66,0,553,2009-08-28
36,43,2,358,2008-06-04
40,66,6,54,2008-02-07
25,63,0,443,2009-02-11
21,49,0,349,2008-12-09
20,67,0,293,2008-01-21
20,65,6,0,2009-04-22
31,44,3,555,2009-11-23
28,43,0,399,2009-07-02
32,36,0,115,2008-02-01
27,73,4,107,2009-05-29
29,38,0,351,2008-10-18
37,45,0,344,2009-09-06
29,53,0,248,2008-08-22
22,62,5,211,2008-11-10
26,39,1,256,2009-11-01
20,39,1,149,2009-11-30
30,73,0,218,2009-06-16
37,40,0,246,2008-09-17
32,39,0,28,2008-04-10
37,70,2,323,2008-09-08
27,66,0,121,2009-02-05
26,66,0,0,2009-01-03
25,35,0,121,2009-02-04
25,53,0,0,2009-11-25
26,47,0,320,2008-08-06
38,36,2,284,2008-06-18
27,51,0,23,2009-09-24
39,70,0,300,2009-05-25
34,60,4,412,2009-03-17
20,37,4,269,2008-02-06
31,40,0,90,2009-10-24
37,67,0,524,2008-02-26
24,64,0,78,2009-07-03
40,46,0,246,2008-07-02
33,55,5,279,2009-07-25
37,50,5,328,2008-02-25
36,60,0,352,2008-09-04
31,64,6,304,2009-08-30
23,65,0,144,2008-04-17
23,45,1,472,2009-02-16
21,66,0,413,2008-01-19
29,63,1,219,2009-05-04
39,37,0,576,2009-06-01
39,42,5,103,2009-12-03
25,53,0,562,2009-04-15
37,59,3,277,2009-06-26
38,51,0,207,2008-10-24
25,56,0,541,2009-08-23
24,59,2,0,2009-08-10
33,57,2,0,2008-08-17
37,41,4,406,2008-11-21
30,68,0,568,2009-04-15
26,69,3,96,2009-11-03
21,60,0,418,2008-05-03
21,69,0,38,2008-08-15
35,64,0,76,2009-11-19
27,37,4,376,2008-11-03
23,52,0,382,2008-02-17
38,41,5,505,2009-02-25
24,38,0,294,2009-04-18
33,53,1,350,2009-10-22
38,65,3,574,2008-10-09
30,54,0,25,2008-08-29
26,37,0,8,2008-08-25
25,65,0,0,2009-02-16
26,66,1,439,2009-02-03
30,75,0,349,2009-07-29
26,41,0,30,2008-01-06
29,42,4,381,2009-09-17
40,60,0,16,2009-11-26
25,58,0,227,2009-07-31
27,39,0,591,2008-10-12
37,48,0,8,2009-04-23
20,55,0,274,2008-02-04
25,44,0,399,2008-05-15
21,47,0,381,2009-02-15
36,56,0,0,2008-10-20
37,55,0,151,2009-10-11
35,57,0,501,2008-12-12
30,72,0,325,2009-08-16
28,38,0,62,2009-10-24
21,73,0,449,2009-07-28
20,35,0,293,2008-06-03
36,62,1,541,2008-03-13
33,65,0,153,2009-01-01
39,38,0,129,2008-11-16
27,54,0,134,2009-01-21
25,53,0,0,2008-02-22
27,65,1,271,2009-10-08
23,50,5,308,2008-07-03
30,40,3,28,2009-06-06
40,36,0,394,2008-01-02
36,63,0,464,2009-01-14
25,51,0,600,2008-01-31
21,57,0,0,2008-11-11
22,74,0,207,2008-06-06
40,58,0,75,2009-12-10
26,37,3,398,2009-11-20
24,57,0,362,2008-08-21
35,71,3,48,2009-11-03
34,70,0,427,2008-05-04
21,55,0,56,2009-07-18
29,64,0,187,2008-05-14
36,46,0,242,2008-06-11
0,0,0,0,0000-00-00
25,74,0,43,2010-04-29
36,72,0,277,2011-08-29
26,63,0,529,2011-04-28
34,47,0,380,2011-04-09
21,57,3,323,2011-05-06
28,53,0,576,2010-03-20
32,48,0,344,2011-10-26
21,57,0,152,2010-01-01
23,46,0,198,2010-10-10
34,41,0,0,2010-01-24
35,53,0,90,2011-05-28
28,50,0,361,2010-10-29
39,54,0,37,2011-01-27
36,49,2,582,2010-05-09
25,40,5,411,2011-04-24
21,61,0,474,2011-05-18
21,46,0,364,2010-02-04
22,53,0,0,2011-03-31
39,46,4,270,2010-12-27
36,60,0,301,2011-03-28
22,59,0,324,2011-10-02
34,49,0,372,2010-12-14
38,40,0,81,2011-03-21
32,65,3,101,2011-03-05
40,38,0,368,2011-02-12
29,52,1,152,2011-04-23
31,63,0,507,2011-09-18
30,74,3,589,2010-11-20
36,40,2,567,2010-08-27
33,58,0,394,2011-02-19
25,40,0,524,2011-02-10
37,48,0,577,2010-01-15
29,60,0,38,2010-12-25
31,51,0,223,2011-10-23
23,60,6,84,2010-01-15
37,56,0,583,2011-02-23
22,60,4,85,2011-08-11
26,66,4,108,2011-08-18
36,48,0,125,2010-12-08
29,47,0,138,2010-11-09
27,63,5,393,2011-05-11
28,44,0,498,2011-03-16
24,56,0,559,2010-08-28
36,35,0,282,2011-03-29
26,56,0,473,2010-05-09
34,41,0,100,2011-06-16
20,69,1,550,2010-05-07
29,41,0,435,2011-07-06
38,71,1,566,2011-07-28
25,46,6,11,2011-01-07
33,57,0,104,2011-11-10
36,49,1,324,2011-11-25
40,59,0,0,2010-08-04
38,69,0,74,2010-01-17
21,43,6,19,2010-07-01
39,62,0,203,2011-10-23
29,62,0,553,2011-06-10
25,50,0,591,2010-12-02
33,54,0,61,2010-07-11
31,71,0,0,2011-05-19
35,42,0,9,2011-03-17
21,40,0,0,2011-07-16
21,45,0,337,2010-12-09
28,44,0,231,2011-08-15
40,42,4,386,2010-05-07
40,64,0,457,2010-01-31
31,74,0,525,2010-05-10
26,66,1,30,2010-06-08
24,51,6,0,2010-09-19
25,38,0,0,2010-06-01
21,50,0,169,2011-02-25
27,41,0,297,2011-08-31
