sr,temp,humidity,cases,status,date
5426,29,66,92,low,2015-06-13
5427,28,74,304,low,2015-11-06
5428,22,43,587,very high,2014-09-18
5429,35,43,381,low,2014-08-11
5430,40,39,217,low,2014-11-09
5431,29,39,547,high,2015-01-05
5432,32,39,113,very low,2015-08-29
5433,23,38,559,very high,2014-05-03
5434,37,66,169,very low,2014-07-14
5435,27,69,127,low,2014-09-28
5436,34,73,393,low,2014-05-13
5437,30,55,280,low,2014-08-13
5438,33,43,198,very low,2015-12-05
5439,31,58,240,low,2015-05-11
5440,40,65,413,medium,2014-11-06
5441,38,58,200,very low,2015-11-24
5442,26,54,0,low,2014-12-13
5443,27,69,142,low,2014-04-16
5444,37,65,419,medium,2014-09-10
5445,36,50,400,low,2015-01-25
5446,22,44,297,low,2014-11-09
5447,26,44,553,high,2014-07-07
5448,25,58,143,low,2014-04-24
5449,35,67,370,low,2014-11-11
5450,27,48,127,low,2015-05-30
5451,23,41,246,low,2015-05-04
5452,27,58,538,high,2014-05-31
5453,20,67,286,low,2014-09-18
5454,38,53,82,very low,2014-02-18
5455,20,62,91,low,2015-05-31
5456,38,55,498,medium,2014-08-05
5457,34,70,445,medium,2014-11-21
5458,36,35,58,very low,2014-07-16
5459,32,52,220,low,2015-10-13
5460,22,50,429,high,2014-01-22
5461,36,63,136,very low,2014-10-04
5462,27,43,482,high,2014-07-27
5463,34,46,46,very low,2014-07-16
5464,26,35,0,low,2015-04-25
5465,34,65,10,very low,2015-07-18
5466,39,66,45,very low,2014-11-28
5467,32,55,259,low,2014-04-12
5468,27,52,70,low,2015-07-20
5469,30,35,0,low,2014-08-08
5470,38,63,32,very low,2015-04-21
5471,27,74,338,low,2015-11-29
5472,37,64,387,low,2015-05-23
5473,22,43,223,low,2014-06-12
5474,29,64,53,low,2015-07-22
5475,25,57,176,low,2015-09-12
5476,21,46,460,high,2014-01-04
5477,24,45,216,low,2014-11-20
5478,35,41,297,low,2014-04-21
5479,20,44,184,low,2015-07-28
5480,39,55,31,very low,2015-06-23
5481,27,65,220,low,2014-07-14
5482,20,69,281,low,2014-02-20
5483,32,57,117,very low,2015-11-26
5484,26,35,212,low,2014-07-10
5485,39,68,209,low,2015-01-03
5486,37,55,563,high,2015-06-14
5487,23,63,584,very high,2014-11-15
5488,37,39,334,low,2015-09-19
5489,36,61,422,medium,2015-02-09
5490,20,44,188,low,2014-07-12
5491,20,37,36,low,2015-11-13
5492,22,68,0,low,2014-06-24
5493,35,74,297,low,2014-05-05
5494,36,40,0,very low,2014-01-24
5495,38,72,576,high,2014-05-31
5496,30,44,343,very high,2015-01-01
5497,24,64,74,low,2015-01-13
5498,40,72,303,low,2015-10-18
5499,33,48,568,high,2014-10-04
5500,30,68,585,high,2015-10-10
5501,35,48,237,low,2015-10-15
5502,33,71,517,high,2014-03-18
5503,39,67,576,high,2014-03-03
5504,39,38,241,low,2014-07-17
5505,23,53,397,low,2015-11-20
5506,35,65,201,low,2015-03-15
5507,34,69,26,very low,2014-12-15
5508,29,74,533,high,2014-06-17
5509,31,70,11,low,2014-01-30
5510,27,55,312,low,2015-01-01
5511,35,61,350,low,2015-07-21
5512,24,43,102,low,2014-11-09
5513,20,60,353,low,2015-06-02
5514,33,53,552,high,2014-02-27
5515,30,44,261,low,2014-09-10
5516,37,52,361,low,2014-11-24
5517,21,55,249,low,2015-10-04
5518,30,42,140,low,2015-08-17
5519,28,53,593,high,2014-09-22
5520,30,66,353,very high,2014-06-03
5521,23,66,451,high,2014-11-20
5522,35,56,531,high,2014-04-14
5523,34,54,552,high,2015-03-16
5524,31,41,304,very high,2015-04-01
5525,29,42,412,medium,2014-06-27
5526,32,37,181,very low,2014-02-20
5527,27,43,377,low,2015-05-18
5528,39,75,423,medium,2014-01-12
5529,21,61,521,very high,2015-01-31
5530,26,42,193,low,2014-11-23
5531,37,53,308,low,2015-03-16
5532,29,56,347,very high,2015-08-13
5533,22,53,0,low,2014-08-23
5534,23,75,371,low,2014-10-31
5535,32,60,562,high,2014-10-23
5536,33,67,6,very low,2014-07-08
5537,22,36,0,low,2015-02-02
5538,29,39,148,low,2015-08-28
5539,23,58,52,low,2014-05-13
5540,29,50,320,very high,2015-03-20
5541,36,60,120,very low,2015-02-17
5542,25,42,277,low,2015-01-14
5543,20,53,0,low,2015-04-22
5544,25,39,442,high,2015-09-29
5545,28,38,383,low,2014-05-30
5546,39,52,573,high,2014-01-25
5547,32,54,0,very low,2014-10-12
5548,32,39,68,very low,2014-06-30
5549,40,48,102,very low,2015-07-26
5550,38,53,243,low,2014-12-28
5551,32,44,153,very low,2014-12-08
5552,26,73,317,low,2015-05-28
5553,33,63,98,very low,2014-04-11
5554,38,73,33,very low,2015-03-22
5555,23,52,236,low,2015-01-01
5556,20,71,387,low,2014-04-24
5557,35,74,52,very low,2015-09-26
5558,34,75,567,high,2015-12-05
5559,24,52,268,low,2015-06-05
5560,39,40,248,low,2015-12-02
5561,36,56,598,high,2015-07-20
5562,38,75,587,high,2014-12-22
5563,39,54,412,medium,2015-11-11
5564,24,58,51,low,2015-02-15
5565,37,58,6,very low,2014-08-08
5566,27,47,444,high,2014-03-04
5567,27,55,216,low,2014-07-03
5568,25,72,0,low,2015-10-09
5569,36,47,305,low,2014-12-05
5570,36,54,0,very low,2014-10-18
5571,22,64,0,low,2014-08-14
5572,23,47,0,low,2015-07-03
5573,40,57,561,high,2015-10-29
5574,27,37,0,low,2014-05-03
5575,35,37,465,medium,2014-09-19
5576,24,49,545,very high,2015-05-11
5577,37,49,456,medium,2014-04-19
5578,35,36,57,very low,2014-03-03
5579,39,42,181,very low,2014-03-22
5580,34,72,477,medium,2015-11-18
5581,34,48,20,very low,2014-02-12
5582,21,62,218,low,2015-09-02
5583,34,75,292,low,2014-09-10
5584,36,73,13,very low,2014-04-26
5585,32,67,93,very low,2014-12-04
5586,21,48,549,very high,2015-05-26
5587,38,57,379,low,2015-08-10
5588,35,58,468,medium,2015-10-01
5589,26,49,492,high,2015-03-21
5590,28,39,40,low,2014-12-31
5591,31,47,356,very high,2015-01-04
5592,20,44,534,very high,2015-09-18
5593,32,59,59,very low,2014-04-03
5594,32,60,181,very low,2014-01-23
5595,29,67,356,very high,2014-06-28
5596,38,47,343,low,2015-10-22
5597,36,70,579,high,2015-11-23
5598,22,43,0,low,2015-01-11
5599,32,73,264,low,2014-12-25
5600,31,54,247,low,2015-11-16
5601,24,38,65,low,2015-03-18
5602,39,46,519,high,2014-12-06
5603,25,37,195,low,2014-02-01
5604,31,70,203,low,2014-11-13
5605,20,35,130,low,2014-08-17
5606,31,42,387,very high,2015-09-24
5607,21,48,549,very high,2015-03-12
5608,36,73,277,low,2015-03-23
5609,24,47,93,low,2015-07-15
5610,34,48,171,very low,2014-09-21
5611,39,41,473,medium,2014-04-10
5612,38,71,499,medium,2015-11-14
5613,33,58,210,low,2015-08-05
5614,32,39,356,low,2014-06-24
5615,23,61,281,low,2014-11-18
5616,39,42,294,low,2014-05-28
5617,40,48,112,very low,2014-05-01
5618,27,75,600,high,2015-01-23
5619,37,56,255,low,2014-02-18
5620,20,51,37,low,2014-04-04
5621,28,62,321,low,2015-09-04
5622,29,48,250,low,2015-06-08
5623,40,73,104,very low,2015-10-19
5624,40,41,258,low,2015-10-19
5625,30,42,444,medium,2014-11-02
5626,30,36,199,low,2015-01-07
5627,40,52,211,low,2014-04-19
5628,20,69,0,low,2015-11-12
5629,30,61,177,low,2014-08-03
5630,22,51,166,low,2015-10-20
5631,22,65,576,very high,2014-04-14
5632,20,44,511,very high,2015-08-30
5633,21,38,540,very high,2014-09-18
5634,33,60,448,medium,2015-06-06
5635,32,66,237,low,2014-12-21
5636,27,39,444,high,2014-07-11
5637,29,67,309,very high,2015-02-17
5638,40,39,554,high,2014-08-25
5639,40,42,0,very low,2014-03-06
5640,33,57,440,medium,2014-05-29
5641,25,36,252,low,2015-06-17
5642,24,63,232,low,2014-08-01
5643,24,51,13,low,2015-10-25
5644,32,35,353,low,2014-03-05
5645,23,44,543,very high,2014-07-25
5646,20,38,404,high,2015-11-28
5647,37,50,133,very low,2014-04-05
5648,22,36,352,low,2015-10-27
5649,24,43,187,low,2015-07-02
5650,24,59,526,very high,2014-05-31
5651,40,53,575,high,2015-10-10
5652,33,71,133,very low,2014-11-19
5653,38,36,447,medium,2014-09-14
5654,29,44,0,low,2015-08-25
5655,36,64,92,very low,2014-12-18
5656,28,57,88,low,2014-06-23
5657,30,41,281,low,2015-01-22
5658,24,36,0,low,2014-05-20
5659,28,44,0,low,2015-10-04
5660,20,69,273,low,2014-10-27
5661,28,58,501,high,2015-05-03
5662,22,71,518,very high,2014-05-04
5663,24,61,381,low,2014-09-03
5664,28,51,0,low,2015-08-05
5665,34,50,0,very low,2014-11-02
5666,24,51,55,low,2015-10-04
5667,25,50,34,low,2015-02-03
5668,29,62,509,high,2015-11-08
5669,32,62,426,medium,2015-01-15
5670,34,63,105,very low,2014-08-22
5671,22,58,527,very high,2015-05-18
5672,27,61,167,low,2015-11-14
5673,30,63,241,low,2015-08-31
5674,36,70,199,very low,2014-10-27
5675,40,75,554,high,2014-10-10
5676,37,52,426,medium,2014-07-14
5677,35,38,258,low,2014-01-11
5678,28,50,593,high,2014-07-24
5679,38,36,370,low,2014-09-21
5680,38,46,415,medium,2015-03-23
5681,40,74,277,low,2014-04-14
5682,25,64,262,low,2014-02-01
5683,24,61,113,low,2014-01-24
5684,30,68,402,medium,2014-01-24
5685,27,39,527,high,2014-09-03
5686,29,50,228,low,2015-05-20
5687,21,36,31,low,2015-04-23
5688,25,54,114,low,2015-11-10
5689,30,61,266,low,2015-11-05
5690,37,41,18,very low,2015-02-07
5691,32,63,0,very low,2015-01-08
5692,27,50,441,high,2014-02-08
5693,25,36,512,high,2014-08-14
5694,22,57,304,low,2014-03-28
5695,30,57,517,high,2015-10-11
5696,31,69,97,low,2014-02-23
5697,37,38,65,very low,2014-10-29
5698,24,48,490,high,2014-12-13
5699,40,48,96,very low,2014-03-09
5700,30,46,504,high,2015-02-18
5701,30,65,539,high,2014-04-04
5702,20,49,79,low,2015-05-06
5703,25,55,319,low,2014-04-06
5704,35,74,600,high,2014-04-07
5705,21,36,354,low,2015-12-11
5706,23,67,298,low,2015-09-17
5707,26,52,0,low,2015-05-06
5708,28,61,370,low,2014-04-12
5709,37,73,556,high,2015-11-12
5710,21,37,478,high,2014-09-22
5711,37,39,364,low,2015-06-15
5712,20,68,517,very high,2014-09-28
5713,30,58,286,low,2015-06-29
5714,31,69,148,low,2015-04-29
5715,31,39,0,low,2014-12-24
5716,21,40,112,low,2015-11-06
5717,26,37,581,high,2015-07-24
5718,33,73,376,low,2015-07-28
5719,40,69,230,low,2014-03-25
5720,21,65,81,low,2014-11-26
5721,36,49,67,very low,2015-08-15
5722,24,69,131,low,2014-10-20
5723,37,38,424,medium,2014-05-28
5724,21,53,289,low,2014-09-27
5725,39,47,263,low,2015-03-27
5726,31,54,0,low,2014-12-06
5727,37,67,32,very low,2015-01-01
5728,40,71,237,low,2014-02-13
5729,34,49,0,very low,2014-02-07
5730,31,63,318,very high,2014-11-06
5731,20,65,0,low,2014-05-02
5732,28,44,0,low,2015-01-23
5733,38,40,310,low,2015-11-14
5734,30,67,0,low,2014-10-31
5735,39,44,160,very low,2015-08-29
5736,32,50,369,low,2014-10-04
5737,39,49,212,low,2014-09-13
5738,21,72,375,low,2015-11-20
5739,27,70,429,high,2015-01-13
5740,20,52,111,low,2015-08-21
5741,20,75,46,low,2015-04-16
5742,36,49,46,very low,2015-12-03
5743,40,60,352,low,2015-02-01
5744,39,52,221,low,2014-01-25
5745,24,57,372,low,2014-12-09
5746,33,48,151,very low,2014-02-01
5747,37,73,114,very low,2014-10-09
5748,20,75,0,low,2014-12-31
5749,30,66,0,low,2014-01-21
5750,30,63,226,low,2014-05-06
5751,40,56,574,high,2014-02-16
5752,33,58,510,high,2014-11-01
5753,30,71,401,medium,2014-04-04
5754,28,57,364,low,2015-07-07
5755,29,57,0,low,2015-08-10
5756,38,42,54,very low,2014-03-26
5757,31,64,162,low,2015-08-07
5758,30,57,314,very high,2014-08-24
5759,33,70,562,high,2014-04-05
5760,21,48,271,low,2015-02-21
5761,28,74,272,low,2014-07-23
5762,25,46,578,high,2014-08-04
5763,32,59,233,low,2015-11-13
5764,25,39,115,low,2014-03-26
5765,23,40,270,low,2014-07-30
5766,25,73,0,low,2015-04-03
5767,21,58,101,low,2015-08-16
5768,35,42,247,low,2015-07-20
5769,26,67,19,low,2015-05-05
5770,35,72,100,very low,2014-02-18
5771,24,51,469,high,2015-01-27
5772,21,52,194,low,2015-11-16
5773,34,57,0,very low,2015-03-27
5774,29,58,377,very high,2015-05-20
5775,23,73,349,low,2014-07-27
5776,28,39,240,low,2014-11-05
5777,20,43,0,low,2014-09-13
5778,37,61,490,medium,2014-09-08
5779,32,57,0,very low,2015-03-01
5780,24,42,517,very high,2015-01-31
5781,27,46,168,low,2015-01-16
5782,28,58,144,low,2014-12-04
5783,40,45,413,medium,2014-12-09
5784,36,68,0,very low,2014-05-21
5785,27,72,0,low,2014-01-10
5786,33,64,375,low,2014-10-30
5787,27,38,359,low,2015-11-10
5788,26,43,113,low,2014-12-28
5789,33,44,489,medium,2014-03-07
5790,25,59,455,high,2014-12-24
5791,31,68,416,medium,2015-10-12
5792,40,47,143,very low,2015-01-11
5793,33,63,503,high,2015-12-09
5794,26,64,320,low,2015-10-28
5795,39,70,0,very low,2014-06-28
5796,40,70,513,high,2015-08-30
5797,26,44,585,high,2015-07-02
5798,20,54,576,very high,2014-05-20
5799,37,64,561,high,2014-12-24
5800,38,59,281,low,2014-08-15
5801,26,67,59,low,2014-09-08
5802,23,49,382,low,2014-03-26
5803,25,39,444,high,2014-08-11
5804,31,53,560,high,2015-08-04
5805,40,65,269,low,2014-03-13
5806,22,49,95,low,2015-05-09
5807,34,63,328,low,2015-05-06
5808,24,42,384,low,2014-07-16
5809,40,59,0,very low,2014-03-30
5810,35,55,282,low,2014-03-07
5811,27,56,583,high,2015-03-30
5812,33,41,257,low,2014-07-09
5813,40,36,171,very low,2015-01-05
5814,32,48,130,very low,2014-04-20
5815,29,71,569,high,2015-04-14
5816,28,38,288,low,2014-07-10
5817,27,64,206,low,2014-04-08
5818,39,42,0,very low,2014-07-31
5819,28,60,488,high,2015-07-21
5820,39,41,227,low,2014-10-18
5821,20,37,388,low,2015-10-09
5822,40,64,547,high,2015-07-08
5823,29,51,0,low,2015-06-28
5824,37,73,23,very low,2015-11-18
5825,31,58,52,low,2015-01-26
5826,20,62,595,very high,2014-02-03
5827,37,74,260,low,2015-04-12
5828,30,46,16,low,2014-11-02
5829,39,72,0,very low,2015-01-25
5830,35,63,46,very low,2015-02-14
5831,35,40,529,high,2014-07-19
5832,25,75,58,low,2015-06-04
5833,40,63,426,medium,2014-02-27
5834,26,75,104,low,2015-11-05
5835,24,45,0,low,2014-07-20
5836,22,69,339,low,2014-08-16
5837,26,71,210,low,2015-02-21
5838,28,35,533,high,2014-01-13
5839,39,39,595,high,2015-11-08
5840,34,51,227,low,2015-07-09
5841,28,53,556,high,2015-01-10
5842,33,59,3,very low,2014-03-16
5843,20,39,29,low,2015-05-22
5844,29,69,102,low,2014-06-03
5845,23,63,56,low,2014-04-21
5846,30,48,236,low,2015-11-09
5847,32,42,462,medium,2014-02-23
5848,28,51,85,low,2014-11-29
5850,21,44,435,high,2016-07-02
5851,33,42,447,medium,2017-10-05
5852,24,35,107,low,2017-04-01
5853,35,71,527,high,2017-12-11
5854,38,73,331,low,2017-02-19
5855,33,66,281,low,2017-01-15
5856,23,50,0,low,2017-02-06
5857,20,58,42,low,2017-02-23
5858,20,72,497,high,2016-11-15
5859,35,51,496,medium,2016-10-25
5860,24,73,557,very high,2016-02-04
5861,27,66,399,low,2016-08-08
5862,28,38,275,low,2017-11-21
5863,22,70,252,low,2016-01-22
5864,23,60,160,low,2016-06-24
5865,40,39,0,very low,2017-02-16
5866,35,59,515,high,2016-04-12
5867,28,61,139,low,2016-03-01
5868,26,39,185,low,2017-03-26
5869,28,62,11,low,2016-11-05
5870,33,56,509,high,2016-09-02
5871,35,49,299,low,2016-03-14
5872,25,63,92,low,2017-01-21
5873,38,73,55,very low,2017-10-11
5874,32,50,312,low,2016-01-29
5875,28,50,144,low,2016-08-30
5876,21,58,292,low,2016-03-10
5877,37,45,55,very low,2017-09-14
5878,29,57,591,high,2016-07-25
5879,23,61,87,low,2016-09-20
5880,40,62,487,medium,2016-03-08
5881,29,46,596,high,2016-01-16
5882,36,67,487,medium,2016-07-12
5883,25,73,166,low,2017-01-31
5884,26,46,9,low,2017-07-14
5885,34,66,540,high,2016-05-17
5886,24,72,320,low,2017-03-07
5887,34,43,7,very low,2017-12-11
5888,35,64,513,high,2017-07-15
5889,27,35,13,low,2016-09-12
5890,25,70,538,high,2017-09-19
5891,22,74,183,low,2017-01-17
5892,25,43,180,low,2017-11-24
5893,27,39,162,low,2016-11-06
5894,20,67,582,very high,2016-12-09
5895,35,62,0,very low,2017-02-15
5896,25,46,189,low,2016-11-14
5897,25,70,154,low,2016-12-23
5898,35,59,240,low,2016-01-18
5899,39,71,230,low,2017-03-17
5900,28,60,153,low,2016-05-30
5901,25,41,544,high,2017-05-18
5902,34,50,582,high,2016-11-17
5903,26,73,595,high,2017-06-04
5904,40,59,539,high,2017-07-06
5905,30,68,326,very high,2017-04-14
5906,27,40,53,low,2016-08-21
5907,28,62,449,high,2016-06-26
5908,32,44,60,very low,2016-05-20
5909,32,69,163,very low,2017-02-02
5910,37,75,571,high,2016-05-04
5911,26,70,97,low,2016-06-16
5912,22,47,256,low,2017-06-02
5913,31,64,286,low,2016-10-23
5914,29,65,0,low,2016-05-26
5915,26,72,358,low,2017-05-12
5916,36,70,431,medium,2016-09-23
5917,21,61,9,low,2017-03-24
5918,30,70,348,very high,2016-10-19
5919,27,45,0,low,2017-03-12
5920,29,43,187,low,2016-03-25
5921,24,68,52,low,2016-11-25
5922,23,66,465,high,2017-10-08
5923,22,60,519,very high,2016-01-24
5924,36,71,399,low,2016-03-28
5925,23,60,0,low,2017-01-16
5926,27,51,594,high,2016-02-26
5927,26,41,581,high,2016-04-21
5928,29,41,595,high,2017-11-18
5929,26,50,215,low,2017-08-25
5930,23,71,34,low,2016-01-30
5931,26,60,459,high,2017-11-13
5932,21,59,154,low,2016-06-06
5933,29,74,85,low,2017-01-08
5934,23,74,334,low,2017-10-10
5935,25,40,0,low,2017-07-15
5936,33,69,349,low,2016-08-11
5937,24,36,544,very high,2016-08-19
5938,39,60,430,medium,2017-07-20
5939,20,54,318,low,2016-08-15
5940,20,37,89,low,2016-06-14
5941,31,42,0,low,2016-02-03
5942,35,69,0,very low,2017-07-19
5943,30,41,319,very high,2016-05-19
5944,23,54,229,low,2017-11-06
5945,22,46,45,low,2017-10-31
5946,31,44,251,low,2017-01-09
5947,40,38,141,very low,2016-10-06
5948,39,53,328,low,2016-01-02
5949,40,57,419,medium,2017-07-23
5950,33,51,176,very low,2016-03-17
5951,39,37,115,very low,2017-11-06
5952,30,74,383,very high,2016-06-27
5953,39,50,532,high,2016-06-09
5954,23,42,551,very high,2016-01-28
5955,32,45,526,high,2016-12-01
5956,37,35,277,low,2016-02-17
5957,20,69,199,low,2017-08-16
5958,20,35,342,low,2017-04-23
5959,38,61,484,medium,2016-04-08
5960,20,50,559,very high,2017-01-02
5961,27,70,373,low,2016-06-17
5962,31,61,395,very high,2016-05-21
5963,22,40,46,low,2017-05-13
5964,33,66,0,very low,2017-08-23
5965,24,63,520,very high,2016-05-29
5966,30,57,446,medium,2016-07-16
5967,28,48,475,high,2017-11-15
5968,26,66,74,low,2016-06-23
5969,30,39,219,low,2017-08-13
5970,40,57,27,very low,2017-04-12
5971,26,69,220,low,2016-01-24
5972,25,59,136,low,2016-09-27
5973,32,38,327,low,2016-01-25
5974,21,45,495,high,2016-02-09
5975,26,58,107,low,2017-02-01
5976,40,41,137,very low,2017-09-01
5977,37,60,47,very low,2017-10-20
5978,34,64,0,very low,2016-07-15
5979,26,66,307,low,2017-06-08
5980,29,54,452,medium,2016-10-26
5981,31,42,0,low,2017-07-13
5982,29,65,26,low,2017-09-07
5983,25,35,413,high,2016-12-23
5984,33,52,482,medium,2016-05-29
5985,28,66,426,high,2016-02-27
5986,37,55,64,very low,2016-05-01
5987,35,63,0,very low,2016-01-14
5988,40,54,0,very low,2016-01-01
5989,20,69,328,low,2016-03-08
5990,26,39,0,low,2017-12-11
5991,37,73,333,low,2017-05-25
5992,39,49,20,very low,2016-12-23
5993,33,52,299,low,2017-02-04
5994,30,48,503,high,2016-11-25
5995,23,72,75,low,2016-10-28
5996,33,55,287,low,2017-08-31
5997,38,41,79,very low,2016-02-02
5998,21,39,566,very high,2017-06-28
5999,28,60,132,low,2016-11-02
6000,29,65,249,low,2016-07-27
6001,27,37,303,low,2016-11-08
6002,39,50,37,very low,2016-03-01
6003,21,73,320,low,2017-06-04
6004,21,45,285,low,2017-03-30
6005,37,44,488,medium,2016-05-23
6006,22,62,480,high,2017-05-31
6007,31,58,415,medium,2016-01-12
6008,38,47,0,very low,2017-11-01
6009,39,57,173,very low,2017-02-21
6010,25,61,103,low,2016-03-20
6011,22,48,391,low,2017-12-06
6012,21,45,417,high,2016-01-26
6013,30,57,284,low,2017-07-11
6014,36,66,183,very low,2017-06-18
6015,33,69,339,low,2017-04-04
6016,22,75,218,low,2017-03-22
6017,25,50,119,low,2016-07-13
6018,24,61,0,low,2017-03-05
6019,25,66,155,low,2016-04-05
6020,29,61,565,high,2016-12-01
6021,30,67,0,low,2017-01-28
6022,22,62,474,high,2017-08-26
6023,29,45,119,low,2016-06-19
6024,30,59,44,low,2016-10-26
6025,34,49,326,low,2016-10-10
6026,37,73,384,low,2017-06-28
6027,23,37,463,high,2017-02-01
6028,40,59,0,very low,2016-05-06
6029,37,54,84,very low,2017-07-21
6030,30,39,309,very high,2017-10-04
6031,30,50,350,very high,2017-10-27
6032,30,71,264,low,2016-02-09
6033,27,41,474,high,2016-01-26
6034,34,47,161,very low,2017-05-04
6035,40,69,0,very low,2017-03-06
6036,26,40,149,low,2016-06-17
6037,37,43,157,very low,2016-02-25
6038,33,44,302,low,2016-11-23
6039,21,63,483,high,2017-06-30
6040,26,74,231,low,2017-11-16
6041,25,59,76,low,2017-04-26
6042,29,57,0,low,2016-05-24
6043,28,69,245,low,2016-03-16
6044,20,56,0,low,2017-02-09
6045,27,68,441,high,2016-03-09
6046,33,62,529,high,2017-08-09
6047,35,37,128,very low,2017-03-06
6048,26,41,438,high,2017-02-19
6049,20,50,307,low,2017-03-08
6050,37,72,478,medium,2016-05-27
6051,20,45,481,high,2016-03-01
6052,33,54,95,very low,2017-01-28
6053,36,74,308,low,2017-06-23
6054,35,36,461,medium,2016-04-12
6055,31,52,294,low,2016-06-30
6056,31,53,519,high,2016-07-29
6057,33,37,335,low,2017-04-15
6058,36,59,346,low,2017-11-11
6059,34,49,207,low,2017-12-01
6060,25,43,0,low,2017-12-07
6061,22,69,499,high,2017-06-20
6062,32,61,0,very low,2017-06-03
6063,24,45,446,high,2016-02-20
6064,22,65,35,low,2016-07-28
6065,31,67,126,low,2017-05-12
6066,35,37,409,medium,2017-08-03
6067,40,37,487,medium,2016-02-20
6068,33,74,230,low,2017-08-23
6069,30,40,543,high,2017-02-13
6070,25,40,79,low,2016-04-01
6071,36,65,355,low,2017-02-22
6072,20,60,51,low,2016-06-11
6073,20,43,139,low,2017-07-04
6074,20,49,46,low,2016-08-03
6075,28,48,257,low,2017-07-19
6076,33,42,0,very low,2017-08-04
6077,35,55,31,very low,2016-05-12
6078,25,75,132,low,2017-03-03
6079,40,68,122,very low,2017-09-09
6080,31,39,427,medium,2017-03-11
6081,32,40,589,high,2017-01-12
6082,21,67,593,very high,2017-08-16
6083,40,57,66,very low,2017-10-08
6084,35,45,516,high,2016-01-03
6085,23,61,41,low,2017-08-29
6086,26,44,337,low,2016-10-20
6087,39,46,290,low,2016-11-17
6088,23,62,0,low,2016-11-07
6089,29,57,123,low,2017-08-31
6090,33,50,75,very low,2016-06-29
6091,23,73,455,high,2017-03-25
6092,27,62,406,high,2016-06-24
6093,31,63,580,high,2016-04-17
6094,33,50,416,medium,2016-05-01
6095,21,54,579,very high,2016-06-18
6096,36,60,581,high,2016-04-28
6097,30,61,0,low,2016-03-16
6098,40,40,590,high,2017-08-07
6099,25,50,0,low,2016-04-04
6100,40,36,293,low,2017-06-16
6101,21,57,220,low,2017-06-20
6102,39,51,488,medium,2017-03-01
6103,33,68,0,very low,2016-05-18
6104,29,73,582,high,2017-09-15
6105,27,63,203,low,2017-06-30
6106,36,38,106,very low,2016-06-16
6107,26,49,406,high,2016-08-13
6108,38,46,101,very low,2016-02-02
6109,25,52,587,high,2017-01-08
6110,22,53,171,low,2016-07-07
6111,32,51,145,very low,2016-04-14
6112,32,64,318,low,2017-04-21
6113,26,42,292,low,2016-08-31
6114,38,37,163,very low,2016-04-29
6115,26,59,471,high,2017-09-23
6116,38,43,0,very low,2017-11-08
6117,34,64,81,very low,2016-03-19
6118,31,63,90,low,2017-10-01
6119,35,56,393,low,2017-09-04
6120,28,38,0,low,2016-01-20
6121,37,37,429,medium,2017-08-08
6122,33,71,299,low,2016-11-17
6123,39,48,194,very low,2017-07-31
6124,39,46,0,very low,2017-12-09
6125,37,58,91,very low,2017-05-30
6126,28,60,94,low,2016-07-29
6127,24,47,388,low,2017-10-29
6128,36,35,151,very low,2017-06-30
6129,26,52,176,low,2016-12-15
6130,37,52,455,medium,2016-03-06
6131,38,43,235,low,2017-09-04
6132,32,39,287,low,2017-10-31
6133,23,50,384,low,2016-02-05
6134,35,39,307,low,2017-02-12
6135,33,54,72,very low,2016-01-06
6136,29,57,99,low,2017-10-19
6137,21,64,28,low,2017-08-23
6138,24,70,298,low,2016-11-26
6139,40,69,0,very low,2016-11-22
6140,26,42,538,high,2016-07-24
6141,36,45,197,very low,2017-04-21
6142,40,46,361,low,2016-12-08
6143,39,69,439,medium,2016-04-02
6144,21,39,0,low,2017-04-12
6145,36,43,0,very low,2016-12-19
6146,22,43,35,low,2017-07-15
6147,33,74,38,very low,2017-05-04
6148,25,47,0,low,2016-06-08
6149,24,44,598,very high,2016-09-18
6150,28,37,474,high,2016-03-23
6151,31,39,338,very high,2017-05-17
6152,35,67,0,very low,2016-10-07
6153,37,69,407,medium,2017-07-22
6154,36,48,108,very low,2017-05-15
6155,20,44,233,low,2017-02-18
6156,39,60,0,very low,2016-01-04
6157,26,62,163,low,2016-06-29
6158,21,65,420,high,2016-03-25
6159,37,49,0,very low,2017-05-12
6160,36,41,90,very low,2016-12-26
6161,30,55,201,low,2017-09-21
6162,32,67,495,medium,2016-11-13
6163,34,49,302,low,2016-01-10
6164,28,44,23,low,2017-06-22
6165,40,39,56,very low,2017-11-20
6166,26,68,136,low,2017-01-14
6167,40,74,282,low,2016-04-04
6168,39,74,91,very low,2016-01-12
6169,22,48,123,low,2017-02-25
6170,26,46,414,high,2016-11-23
6171,21,65,564,very high,2017-07-24
6172,38,55,414,medium,2017-04-01
6173,40,57,174,very low,2017-11-29
6174,25,73,430,high,2017-12-08
6175,32,67,0,very low,2016-03-08
6176,39,44,572,high,2016-08-03
6177,21,71,525,very high,2016-07-19
6178,32,41,198,very low,2017-08-19
6179,27,47,244,low,2016-10-20
6180,21,68,7,low,2016-01-09
6181,36,55,230,low,2016-01-03
6182,33,42,5,very low,2017-01-28
6183,29,62,280,low,2016-12-12
6184,23,36,536,very high,2016-11-20
6185,37,75,105,very low,2017-08-06
6186,24,48,75,low,2016-09-18
6187,20,67,429,high,2016-02-27
6188,26,60,82,low,2017-05-03
6189,35,63,397,low,2017-11-10
